,PDR_CGIslands,PDR_CTCF,PDR_Enhancer,PDR_Exons,PDR_GenesBody,PDR_Introns,PDR_Promoters,PDR_total,cgiDistance,ctcf,ctcfDistance,exonsDistance,filename,firstExonDistance,fullMethReads_cgiDistance,fullMethReads_ctcfDistance,fullMethReads_exonsDistance,fullMethReads_firstExonDistance,fullMethReads_geneDistalRegulatoryModulesDistance,fullMethReads_genesDistance,fullMethReads_intronsDistance,fullMethReads_promoterDistance,fullMethReads_vistaEnhancersDistance,geneDistalRegulatoryModulesDistance,genesDistance,intronsDistance,methReadCount,mixedReadCount,mixedReads_cgiDistance,mixedReads_ctcfDistance,mixedReads_exonsDistance,mixedReads_firstExonDistance,mixedReads_geneDistalRegulatoryModulesDistance,mixedReads_genesDistance,mixedReads_intronsDistance,mixedReads_promoterDistance,mixedReads_vistaEnhancersDistance,percent_totalMeth,promoterDistance,totalMeth_CGIslands,totalMeth_CTCF,totalMeth_Enhancer,totalMeth_Exons,totalMeth_GenesBody,totalMeth_Introns,totalMeth_Promoters,total_reads,totreads_cgiDistance,totreads_ctcfDistance,totreads_exonsDistance,totreads_firstExonDistance,totreads_geneDistalRegulatoryModulesDistance,totreads_genesDistance,totreads_intronsDistance,totreads_promoterDistance,unmethReadCount,vistaEnhancersDistance
0,0.1774193548387097,0.2698412698412698,0.2505910165484633,0.2581032412965186,0.2138876982426061,0.18234366789280085,0.11936560934891485,0.2437451637864328,159508239.0,103313812.0,84997543.0,134780983.0,RRBS_NormalBCD19pCD27pcell45_66_CAGAGAGG.ACAACC.dan.anno,197326557.0,64.0,23.0,177.0,15.0,64.0,814.0,723.0,73.0,0.0,274089230.0,-8211552.0,49295505.0,1501.0,945.0,275.0,51.0,215.0,49.0,106.0,499.0,347.0,143.0,0.0,0.3871550167655404,203258002.0,0.04129032258064516,0.12169312169312167,0.15130023640661938,0.21248499399759904,0.34890698671238746,0.3799264319495533,0.060934891485809675,3877.0,1550.0,189.0,833.0,471.0,423.0,2333.0,1903.0,1198.0,1431.0,21268137665.0
1,0.15947606257148073,0.1770588993426988,0.2616836230688542,0.21442324082793773,0.2411651569191037,0.2477204261593583,0.128948831286891,0.2681291796066325,5059862065.0,3890006092.0,2763745927.0,3685971877.0,RRBS_NormalBCD19pCD27pcell45_66_CAGAGAGG.ACCGCG.dan.anno,6048719691.0,18857.0,3941.0,50252.0,3953.0,20853.0,288292.0,262936.0,15007.0,169.0,10193147622.0,-1567446979.0,191615978.0,510569.0,478051.0,128424.0,20607.0,76732.0,29833.0,51391.0,248021.0,214541.0,81421.0,145.0,0.2863678710066055,6024527311.0,0.023416496230536443,0.033861751943979036,0.10618374018514558,0.1404263761935767,0.28032297837087283,0.3035998619034918,0.0237670270706866,1782913.0,805287.0,116385.0,357853.0,226026.0,196386.0,1028428.0,866061.0,631421.0,794293.0,763584773335.0
2,0.15521978021978022,0.11450381679389313,0.2653061224489796,0.182370820668693,0.18181818181818185,0.17066666666666666,0.08264462809917356,0.22865671641791044,56697804.0,44292901.0,33026557.0,51569498.0,RRBS_NormalBCD19pCD27pcell45_66_CAGAGAGG.ACGTGG.dan.anno,74013504.0,21.0,15.0,91.0,6.0,17.0,383.0,328.0,31.0,0.0,122396322.0,-5878651.0,19959769.0,626.0,383.0,113.0,15.0,60.0,23.0,39.0,174.0,128.0,50.0,0.0,0.3737313432835821,73711188.0,0.02884615384615385,0.11450381679389313,0.11564625850340135,0.2765957446808511,0.400208986415883,0.43733333333333335,0.0512396694214876,1675.0,728.0,131.0,329.0,180.0,147.0,957.0,750.0,605.0,666.0,8511536354.0
3,0.16692370145542024,0.16542724401542716,0.2528536914467659,0.22509845561916128,0.25707323471998866,0.2622373099943577,0.13132175546328745,0.2828896895782574,24817464155.0,16706066815.0,12732058273.0,17978715936.0,RRBS_NormalBCD19pCD27pcell45_66_CAGAGAGG.ACTCAC.dan.anno,29202101060.0,161180.0,31464.0,415837.0,33414.0,143463.0,2168942.0,1967547.0,118875.0,1771.0,44654308181.0,-5695397415.0,2540751054.0,3854765.0,3091128.0,691633.0,98524.0,461717.0,171114.0,253169.0,1614841.0,1398960.0,424670.0,1364.0,0.3527751921781083,29160523381.0,0.0389003448369072,0.05282979584366652,0.14328432444741407,0.2027308210208963,0.3452828704869653,0.3688198608734121,0.03676001055101207,10926973.0,4143408.0,595573.0,2051178.0,1200352.0,1001247.0,6281638.0,5334710.0,3233813.0,3981080.0,3213802015686.0
4,0.10295291300877893,0.08176100628930817,0.1534090909090909,0.18036072144288576,0.1705710102489019,0.16962025316455695,0.10269576379974328,0.1828358208955224,66553983.0,58775900.0,50862036.0,48655712.0,RRBS_NormalBCD19pCD27pcell45_66_CAGAGAGG.AGGATG.dan.anno,79822467.0,259.0,7.0,83.0,33.0,22.0,444.0,403.0,34.0,0.0,152963131.0,-16084043.0,5390958.0,994.0,441.0,129.0,13.0,90.0,10.0,27.0,233.0,201.0,80.0,0.0,0.412106135986733,79926631.0,0.20670391061452514,0.0440251572327044,0.125,0.16633266533066132,0.32503660322108346,0.340084388185654,0.043645699614890884,2412.0,1253.0,159.0,499.0,304.0,176.0,1366.0,1185.0,779.0,977.0,12140308780.0
5,0.19598017207567325,0.17275635445682452,0.27814425129612685,0.24792107812800784,0.2876516764264535,0.29406457004164144,0.15949705306765982,0.3257255898085325,14999371275.0,10372032895.0,7732978768.0,11043289505.0,RRBS_NormalBCD19pCD27pcell45_66_CAGAGAGG.ATAGCG.dan.anno,17967633215.0,124219.0,19120.0,229762.0,27135.0,82441.0,1121946.0,1011583.0,75834.0,767.0,27224779052.0,-3489178030.0,1617551915.0,1909101.0,2126864.0,516659.0,63508.0,311672.0,121597.0,182407.0,1084219.0,939576.0,334643.0,1121.0,0.29237555820638234,17991792601.0,0.0471190107886789,0.05201079387186629,0.12571058249466302,0.1827653518854672,0.29766094097221485,0.31660101998820084,0.03614388922622889,6529619.0,2636282.0,367616.0,1257142.0,750355.0,655800.0,3769208.0,3195135.0,2098114.0,2493654.0,2042469651723.0
6,0.1766602192134107,0.18181818181818185,0.2312703583061889,0.18289085545722716,0.20414350682162707,0.1985981308411215,0.16780238500851788,0.23566155593412835,113449565.0,92843001.0,74207246.0,100241547.0,RRBS_NormalBCD19pCD27pcell45_66_CAGAGAGG.ATCGAC.dan.anno,148132239.0,87.0,5.0,144.0,6.0,34.0,681.0,631.0,49.0,0.0,230742620.0,-36229398.0,11378237.0,1314.0,830.0,274.0,40.0,124.0,68.0,71.0,404.0,340.0,197.0,0.0,0.3730834752981261,145836480.0,0.05609284332688588,0.022727272727272728,0.11074918566775244,0.21238938053097345,0.34411318847902983,0.3685747663551402,0.041737649063032366,3522.0,1551.0,220.0,678.0,426.0,307.0,1979.0,1712.0,1174.0,1378.0,19661928482.0
7,0.16264621097652635,0.1641525121748426,0.24492771604635485,0.21858271888132072,0.2453949185733191,0.2508024500102813,0.1297799575351903,0.2735574128146725,23507542260.0,16296373362.0,12161459950.0,17296672487.0,RRBS_NormalBCD19pCD27pcell45_66_CAGAGAGG.CAAGAG.dan.anno,28195580830.0,159921.0,31326.0,430729.0,35505.0,150712.0,2209416.0,1997602.0,118129.0,1716.0,42803804295.0,-5548467270.0,2470707842.0,3877307.0,2985227.0,690096.0,99504.0,460441.0,165861.0,254656.0,1553754.0,1347776.0,431960.0,833.0,0.3553049974451589,28135451714.0,0.03769119760957471,0.05167874252682424,0.144954550219819,0.20447769838270788,0.3489480699097723,0.3717260700186365,0.03549119502656379,10912616.0,4242927.0,606168.0,2106484.0,1225463.0,1039719.0,6331647.0,5373855.0,3328403.0,4050082.0,3216869204443.0
8,0.08076923076923077,0.08383233532934131,0.11182108626198084,0.0937019969278034,0.16488463702870004,0.17859577368779822,0.07909604519774012,0.21142672692059394,91169760.0,84467102.0,69087435.0,65068936.0,RRBS_NormalBCD19pCD27pcell45_66_CAGAGAGG.CATGAC.dan.anno,110499966.0,77.0,19.0,153.0,9.0,47.0,675.0,615.0,47.0,0.0,191699764.0,-41381548.0,-9846223.0,1153.0,655.0,105.0,14.0,61.0,26.0,35.0,293.0,262.0,84.0,0.0,0.3721755971594577,108448233.0,0.059230769230769226,0.11377245508982035,0.1501597444089457,0.2350230414746544,0.3798536859876196,0.41922290388548056,0.04425612052730697,3098.0,1300.0,167.0,651.0,407.0,313.0,1777.0,1467.0,1062.0,1290.0,16741209034.0
9,0.20596536938738336,0.18640809463832655,0.2910206741605398,0.2606568542376515,0.3020467011646432,0.3087677126840716,0.170479959765984,0.3391026072942636,13859409405.0,9778867005.0,6990103876.0,9640529010.0,RRBS_NormalBCD19pCD27pcell45_66_CAGAGAGG.CCTTCG.dan.anno,15983676107.0,123047.0,19045.0,198493.0,27164.0,73086.0,1004121.0,908502.0,78358.0,493.0,25569676606.0,-4230424864.0,587507407.0,1711387.0,1972842.0,460229.0,61864.0,282056.0,104872.0,161655.0,1009975.0,878094.0,306435.0,1279.0,0.29416232713491897,16024639516.0,0.055066979279900584,0.057386236945346725,0.13157364134544067,0.1834336478153068,0.3002959831878439,0.3194601996015283,0.043593155766616,5817832.0,2234497.0,331874.0,1082097.0,645357.0,555476.0,3343771.0,2843866.0,1797484.0,2133603.0,1895210721587.0
